year,notify,weapon,weapcat,newcrime,newoff
2011,1,1,1,1,2
2011,1,1,3,1,3
2011,8,2,0,1,4
2011,3,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,3,5,1,4
2011,1,3,5,1,2
2011,1,1,2,1,3
2011,2,3,5,1,2
2011,1,2,0,1,4
2011,1,1,1,1,2
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,1,1,1,3
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,1,3,1,3
2011,1,1,1,1,3
2011,2,2,0,2,5
2011,1,2,0,1,4
2011,1,1,2,1,3
2011,1,2,0,1,2
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,1,3,1,3
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,1,4,1,3
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,1
2011,2,3,5,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,3,5,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,1,2,1,3
2011,1,1,1,1,3
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,3,5,2,5
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,2,1,3,1,3
2011,1,2,0,1,4
2011,1,3,5,2,5
2011,2,2,0,2,5
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,2
2011,1,3,5,1,2
2011,1,2,0,1,2
2011,2,3,5,2,5
2011,1,2,0,1,4
2011,2,1,1,1,3
2011,2,2,0,1,2
2011,1,2,0,1,4
2011,1,3,5,1,4
2011,8,2,0,1,4
2011,1,1,1,1,3
2011,2,2,0,1,4
2011,1,2,0,1,2
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,1,1,3,1,3
2011,1,2,0,1,4
2011,2,3,5,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,1,4,1,3
2011,2,2,0,1,3
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,2,1,1,1,3
2011,1,2,0,1,4
2011,2,2,0,1,1
2011,8,2,0,1,4
2011,1,1,1,1,3
2011,1,3,5,1,4
2011,2,3,5,1,4
2011,1,3,5,1,2
2011,1,2,0,1,2
2011,1,1,1,1,3
2011,2,1,1,1,3
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,2
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,1,3,1,3
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,2,1,2,1,3
2011,2,2,0,1,1
2011,2,2,0,1,2
2011,2,2,0,1,4
2011,1,2,0,1,2
2011,1,2,0,1,1
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,1,2,1,3
2011,1,1,3,1,1
2011,1,1,3,1,3
2011,1,1,3,1,1
2011,1,1,3,1,3
2011,1,1,3,1,3
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,1,3,1,3
2011,1,1,2,1,2
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,2,5
2011,2,2,0,1,4
2011,2,1,2,1,2
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,2,5
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,1,3,1,3
2011,1,2,0,1,4
2011,1,1,2,1,3
2011,1,1,3,1,3
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,1,4,1,3
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,1,1,1,2
2011,2,2,0,1,4
2011,1,2,0,2,5
2011,2,2,0,1,4
2011,1,1,1,1,3
2011,1,2,0,1,4
2011,2,2,0,1,2
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,8,2,0,1,4
2011,2,2,0,1,4
2011,2,1,4,1,3
2011,1,2,0,1,4
2011,1,2,0,1,3
2011,2,2,0,1,4
2011,1,2,0,1,3
2011,1,2,0,1,4
2011,1,2,0,1,2
2011,1,2,0,1,2
2011,1,2,0,1,2
2011,1,2,0,1,2
2011,1,2,0,1,2
2011,1,2,0,1,2
2011,1,2,0,1,2
2011,1,1,2,1,3
2011,1,2,0,1,4
2011,1,1,3,1,3
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,2,1,2,1,3
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,1
2011,2,2,0,1,4
2011,2,2,0,2,5
2011,1,1,1,1,3
2011,1,2,0,1,4
2011,1,3,5,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,1,1,1,3
2011,1,1,1,1,3
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,1,1,1,1,3
2011,1,3,5,2,5
2011,2,2,0,1,2
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,2
2011,2,2,0,1,4
2011,1,3,5,1,2
2011,1,2,0,1,1
2011,1,1,1,1,2
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,1,3,1,3
2011,1,3,5,1,2
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,2
2011,2,2,0,1,4
2011,1,2,0,1,1
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,2
2011,1,1,3,1,3
2011,2,1,3,1,3
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,1,1,1,2
2011,2,1,1,1,2
2011,1,1,3,1,3
2011,1,1,1,1,2
2011,1,1,1,1,3
2011,1,2,0,1,4
2011,1,1,2,1,3
2011,1,1,2,1,2
2011,1,2,0,1,1
2011,1,2,0,1,2
2011,1,3,5,1,4
2011,2,1,2,1,2
2011,1,1,1,1,3
2011,1,2,0,1,4
2011,1,1,3,1,3
2011,2,1,1,1,3
2011,1,1,1,1,2
2011,2,2,0,1,1
2011,3,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,3,5,1,4
2011,1,1,2,1,3
2011,2,1,1,1,2
2011,2,2,0,1,4
2011,2,1,1,1,3
2011,1,1,1,1,3
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,1,1,3,1,3
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,3
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,2,3,5,1,1
2011,2,1,3,1,3
2011,2,2,0,1,1
2011,2,2,0,1,2
2011,2,1,2,1,3
2011,1,2,0,1,2
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,1,3,1,3
2011,1,2,0,1,4
2011,1,1,2,1,2
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,3,2,0,1,4
2011,1,1,2,1,2
2011,1,1,2,1,2
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,2,3,5,1,4
2011,1,1,2,1,3
2011,2,2,0,1,2
2011,2,1,3,1,2
2011,2,2,0,1,4
2011,1,2,0,1,3
2011,1,1,2,1,3
2011,1,3,5,1,2
2011,1,2,0,1,4
2011,1,1,4,1,3
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,1,4,1,3
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,1,3,1,3
2011,2,1,1,1,1
2011,2,2,0,2,5
2011,2,2,0,2,5
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,1,2,1,3
2011,1,2,0,1,4
2011,2,1,3,1,3
2011,2,1,3,1,3
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,1,1,1,2
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,1,2,1,3
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,3
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,1
2011,1,2,0,1,4
2011,2,1,1,1,3
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,1,1,1,3
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,3,5,2,5
2011,1,2,0,1,2
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,2,1,3,1,3
2011,2,2,0,1,4
2011,2,2,0,1,1
2011,1,2,0,1,4
2011,1,3,5,1,4
2011,2,1,1,1,3
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,1
2011,2,1,1,1,3
2011,2,1,1,1,3
2011,1,2,0,1,4
2011,2,1,2,1,3
2011,2,1,2,1,3
2011,2,2,0,1,1
2011,2,3,5,1,2
2011,2,1,2,1,3
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,1,1,1,2
2011,1,3,5,1,2
2011,2,2,0,1,4
2011,1,2,0,1,2
2011,2,2,0,1,4
2011,1,1,3,1,3
2011,2,2,0,1,4
2011,8,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,1
2011,2,1,3,1,2
2011,2,2,0,1,4
2011,1,1,1,1,3
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,1,3,1,2
2011,2,2,0,1,2
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,1,3,1,3
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,3,5,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,2
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,1,4,1,3
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,3,5,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,2,5
2011,2,2,0,1,4
2011,1,3,5,1,4
2011,2,1,1,1,3
2011,1,1,1,1,2
2011,1,1,1,1,3
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,1,1,3,1,3
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,3,5,1,4
2011,1,2,0,1,4
2011,2,2,0,1,1
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,1,2,1,2
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,2
2011,2,2,0,1,4
2011,1,2,0,1,3
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,2,1,3,1,3
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,2,1,2,1,3
2011,1,2,0,1,4
2011,2,1,4,1,3
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,2
2011,1,1,1,1,2
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,1,1,1,3
2011,1,1,3,1,3
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,1,1,1,2
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,1,2,1,3
2011,2,1,3,1,3
2011,1,2,0,1,1
2011,1,1,3,1,3
2011,2,3,5,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,3,5,2,5
2011,1,3,5,1,4
2011,2,2,0,1,1
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,1,1,1,2
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,2,1,3,1,3
2011,2,1,3,1,3
2011,1,1,2,1,3
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,1,1,1,2
2011,2,2,0,1,4
2011,1,1,2,1,3
2011,2,2,0,1,1
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,1,2,1,3
2011,2,3,5,1,4
2011,1,2,0,1,4
2011,1,1,3,1,3
2011,2,2,0,1,1
2011,2,2,0,1,1
2011,1,1,1,1,3
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,1
2011,2,2,0,1,4
2011,1,2,0,1,3
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,1,2,1,3
2011,1,2,0,1,4
2011,2,2,0,1,3
2011,2,3,5,1,2
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,3,2,0,1,4
2011,3,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,1,2,1,3
2011,2,1,2,1,3
2011,2,1,2,1,3
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,1,1,1,3
2011,1,1,2,1,3
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,3,5,1,2
2011,1,3,5,1,2
2011,1,2,0,1,4
2011,2,1,2,1,3
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,1,1,1,2
2011,2,2,0,1,4
2011,1,1,2,1,2
2011,2,2,0,1,4
2011,2,2,0,1,4
2011,1,1,1,1,2
2011,1,1,3,1,3
2011,2,2,0,1,4
2011,2,1,1,1,3
2011,2,1,1,1,3
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,2,2,0,1,4
2011,1,2,0,1,4
2011,1,1,1,1,3
2011,2,1,1,1,3
2011,2,2,0,1,4
2011,1,1,1,1,3
2011,2,2,0,1,4
2011,1,1,3,1,3
2011,1,3,5,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2011,1,2,0,1,4
2012,2,1,1,1,1
2012,2,2,0,1,4
2012,1,1,3,1,3
2012,2,2,0,1,4
2012,2,3,5,2,5
2012,2,2,0,1,2
2012,1,2,0,1,4
2012,2,1,2,1,2
2012,1,3,5,2,5
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,2,1,1,1,3
2012,2,2,0,1,1
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,2,5
2012,2,2,0,1,4
2012,1,3,5,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,1,2,1,3
2012,1,1,2,1,3
2012,1,1,2,1,3
2012,1,1,3,1,3
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,1,1,2,1,3
2012,1,2,0,1,4
2012,1,2,0,1,2
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,1,3,5,1,4
2012,1,2,0,1,4
2012,2,3,5,1,4
2012,2,2,0,1,2
2012,2,1,3,1,3
2012,2,2,0,1,4
2012,1,1,4,1,3
2012,2,2,0,1,1
2012,1,2,0,1,1
2012,1,2,0,1,4
2012,1,1,3,1,2
2012,1,1,3,1,3
2012,2,1,2,1,3
2012,1,1,1,1,2
2012,2,2,0,1,4
2012,1,2,0,2,5
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,3,5,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,1
2012,1,1,1,1,3
2012,2,3,5,1,1
2012,1,2,0,1,4
2012,1,1,1,1,2
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,2
2012,2,3,5,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,3,5,1,4
2012,1,1,1,1,3
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,3
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,1,1,1,3
2012,3,1,3,1,3
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,2
2012,1,2,0,1,4
2012,1,3,5,1,2
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,1,3,5,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,1,1,4,1,3
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,1,3,1,3
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,1
2012,1,2,0,1,4
2012,1,1,2,1,3
2012,1,2,0,1,4
2012,2,1,1,1,3
2012,1,3,5,1,2
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,3,5,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,1,1,1,1,2
2012,2,1,1,1,3
2012,2,2,0,1,4
2012,2,1,1,1,3
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,1,1,1,3
2012,1,2,0,1,4
2012,1,2,0,2,5
2012,2,1,1,1,2
2012,1,2,0,2,5
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,1
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,2,3,5,1,4
2012,2,2,0,1,4
2012,1,3,5,1,2
2012,2,2,0,1,4
2012,2,1,3,1,3
2012,1,2,0,2,5
2012,2,1,1,1,2
2012,1,2,0,1,4
2012,2,2,0,1,2
2012,1,2,0,1,4
2012,1,2,0,1,2
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,1
2012,1,2,0,1,4
2012,2,1,2,1,3
2012,1,2,0,1,4
2012,2,3,5,2,5
2012,1,3,5,1,1
2012,1,1,1,1,3
2012,1,2,0,2,5
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,2,1,1,1,2
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,1,4,1,3
2012,1,3,5,1,4
2012,1,1,2,1,2
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,2
2012,2,2,0,1,4
2012,1,1,2,1,3
2012,2,2,0,2,5
2012,2,1,4,1,3
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,1,3,1,3
2012,1,1,1,1,3
2012,2,2,0,1,4
2012,1,2,0,1,2
2012,1,1,3,1,3
2012,2,1,2,1,3
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,2
2012,1,2,0,1,4
2012,2,3,5,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,1,1,3,1,3
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,3,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,1,1,1,1,3
2012,2,2,0,1,4
2012,1,2,0,1,2
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,2,1,3,1,3
2012,1,2,0,1,2
2012,1,2,0,1,4
2012,1,2,0,1,2
2012,2,2,0,1,2
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,3,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,3,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,2,3,5,1,4
2012,1,2,0,1,4
2012,2,3,5,2,5
2012,2,2,0,1,4
2012,1,2,0,1,3
2012,2,2,0,1,4
2012,8,2,0,2,5
2012,1,2,0,1,4
2012,2,1,2,1,3
2012,1,2,0,1,3
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,3,5,1,4
2012,1,2,0,1,1
2012,2,1,4,1,2
2012,1,1,1,1,2
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,3,5,1,4
2012,1,2,0,1,4
2012,1,1,3,1,3
2012,1,1,1,1,2
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,1,1,1,1,2
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,3,5,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,1
2012,3,2,0,1,4
2012,1,2,0,1,4
2012,2,3,5,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,2
2012,1,1,1,1,3
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,2,1,1,1,2
2012,2,3,5,2,5
2012,2,3,5,1,2
2012,1,2,0,1,2
2012,1,3,5,1,4
2012,2,2,0,1,4
2012,2,1,2,1,3
2012,1,1,1,1,3
2012,1,1,1,1,2
2012,1,2,0,1,4
2012,1,1,2,1,3
2012,2,2,0,1,4
2012,1,1,1,1,2
2012,2,2,0,1,4
2012,2,1,3,1,3
2012,1,2,0,1,3
2012,2,2,0,1,2
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,2,3,5,1,4
2012,1,1,4,1,3
2012,1,1,3,1,3
2012,2,2,0,1,4
2012,2,2,0,1,1
2012,1,1,2,1,3
2012,2,3,5,1,4
2012,1,2,0,1,4
2012,1,1,1,1,3
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,1,3,1,3
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,2
2012,2,2,0,1,2
2012,2,1,1,1,2
2012,2,2,0,1,4
2012,1,1,1,1,2
2012,1,2,0,1,3
2012,8,2,0,1,4
2012,8,2,0,1,4
2012,8,2,0,1,4
2012,8,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,2
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,3,5,1,4
2012,2,2,0,1,2
2012,2,2,0,1,1
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,2,1,4,1,3
2012,1,3,5,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,2
2012,1,1,3,1,2
2012,2,1,3,1,2
2012,2,1,3,1,1
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,1,2,1,2
2012,1,1,1,1,2
2012,2,2,0,1,4
2012,2,1,1,1,2
2012,3,2,0,1,2
2012,2,1,4,1,2
2012,2,1,2,1,1
2012,2,1,1,1,2
2012,2,2,0,1,4
2012,2,3,5,1,4
2012,1,2,0,1,2
2012,2,3,5,2,5
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,2
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,2,5
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,3,5,1,4
2012,1,1,3,1,3
2012,2,2,0,1,4
2012,1,2,0,1,1
2012,2,2,0,1,4
2012,1,1,2,1,2
2012,1,1,1,1,2
2012,2,2,0,1,2
2012,1,1,3,1,3
2012,1,2,0,1,4
2012,2,1,3,1,3
2012,2,2,0,1,4
2012,2,1,1,1,2
2012,2,3,5,1,4
2012,1,2,0,1,4
2012,1,3,5,1,4
2012,2,2,0,1,4
2012,1,1,1,1,3
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,2,1,4,1,3
2012,2,2,0,1,4
2012,1,2,0,1,2
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,2,1,3,1,3
2012,2,1,3,1,3
2012,2,1,2,1,2
2012,2,2,0,1,3
2012,2,3,5,1,4
2012,2,2,0,1,2
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,3,5,2,5
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,3,1,3,1,3
2012,1,2,0,1,4
2012,2,1,1,1,3
2012,1,1,1,1,2
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,2,1,2,1,3
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,1,1,2,1,3
2012,1,3,5,1,4
2012,2,3,5,1,4
2012,1,2,0,1,4
2012,1,1,1,1,3
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,1,2,1,3
2012,2,1,1,1,3
2012,1,2,0,2,5
2012,2,1,1,1,2
2012,2,3,5,1,4
2012,2,3,5,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,2,0,1,1
2012,1,1,3,1,3
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
2012,1,3,5,1,4
2012,1,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,2,3,5,1,4
2012,2,2,0,1,4
2012,2,3,5,1,2
2012,2,2,0,1,4
2012,1,2,0,1,4
2012,2,2,0,1,4
2012,2,2,0,1,4
